,Batch,FPS,Memory,Method,Run,Time
559,9.0,0.006744907594765951,125480.0,IA-LBF,13.0,1.0062156248984862e-05
560,10.0,0.006649616368286445,130692.0,IA-LBF,13.0,7.704241112215356e-06
561,0.0,0.00255885363357216,144.0,CA-LBF I,13.0,1.2998590835777274e-05
562,1.0,0.0034940600978336828,144.0,CA-LBF I,13.0,9.390328434987682e-06
563,2.0,0.004477611940298508,144.0,CA-LBF I,13.0,8.297164410476368e-06
564,3.0,0.005707537886242866,144.0,CA-LBF I,13.0,8.821487426757812e-06
565,4.0,0.006030701754385965,144.0,CA-LBF I,13.0,8.821982071112795e-06
566,5.0,0.006990622335890878,144.0,CA-LBF I,13.0,8.584058136366216e-06
567,6.0,0.010083226632522407,144.0,CA-LBF I,13.0,9.570944581854616e-06
568,7.0,0.01188506092974274,144.0,CA-LBF I,13.0,8.097805253185503e-06
569,8.0,0.012800455127293414,144.0,CA-LBF I,13.0,9.42670381986178e-06
570,9.0,0.016187778227438283,144.0,CA-LBF I,13.0,9.617537817687354e-06
571,10.0,0.017263427109974423,144.0,CA-LBF I,13.0,7.209559736033735e-06
572,0.0,0.003097573567372225,144.0,CA-LBF II,14.0,1.3470129803333699e-05
573,1.0,0.010740135419098762,176.0,CA-LBF II,14.0,5.535713369915594e-05
574,2.0,0.010904425914047467,176.0,CA-LBF II,14.0,6.74976847478463e-05
575,3.0,0.015001973943939992,176.0,CA-LBF II,14.0,7.778678197583717e-05
576,4.0,0.024014665444546286,176.0,CA-LBF II,14.0,8.574264178137562e-05
577,5.0,0.016752136752136753,208.0,CA-LBF II,14.0,9.189354433558294e-05
578,6.0,0.014734144778987828,208.0,CA-LBF II,14.0,0.00010007533115061801
579,7.0,0.025459475745706537,208.0,CA-LBF II,14.0,0.0001095719248242289
580,8.0,0.017506404782237403,208.0,CA-LBF II,14.0,0.00012117810160107523
581,9.0,0.02681218000538938,272.0,CA-LBF II,14.0,0.0001200514375048219
582,10.0,0.02979539641943734,272.0,CA-LBF II,14.0,0.00012288172874529992
583,0.0,0.003097573567372225,144.0,LBF,14.0,1.3489936123508283e-05
584,1.0,0.011207097828624796,176.0,LBF,14.0,5.435646816902635e-05
585,2.0,0.019456916827025873,176.0,LBF,14.0,6.712670148160942e-05
586,3.0,0.02743782076589025,176.0,LBF,14.0,7.733121452489829e-05
587,4.0,0.046012832263978,176.0,LBF,14.0,8.597116747337753e-05
588,5.0,0.05247863247863248,208.0,LBF,14.0,9.011282465764596e-05
589,6.0,0.05573350416399744,208.0,LBF,14.0,9.922128705125836e-05
590,7.0,0.06658632118107864,208.0,LBF,14.0,0.00010519513469228129
591,8.0,0.07329917449473385,208.0,LBF,14.0,0.00011595420678787073
592,9.0,0.07976286715171113,272.0,LBF,14.0,0.0001204083218643918
593,10.0,0.0860613810741688,272.0,LBF,14.0,0.00011756861284220293
594,0.0,0.0074858027878162104,67148.0,IA-LBF,14.0,1.4547247010228047e-05
595,1.0,0.007471398552416531,72344.0,IA-LBF,14.0,7.6002105143060325e-06
596,2.0,0.007055805003207184,78768.0,IA-LBF,14.0,9.146468767981311e-06
597,3.0,0.006514015001973944,87020.0,IA-LBF,14.0,9.658425675388194e-06
598,4.0,0.006782768102658112,94040.0,IA-LBF,14.0,9.56642182536145e-06
599,5.0,0.006153846153846154,99368.0,IA-LBF,14.0,9.03517378811025e-06
600,6.0,0.006085842408712364,106384.0,IA-LBF,14.0,9.049496878705253e-06
601,7.0,0.0055739680626694784,113096.0,IA-LBF,14.0,9.057923314972876e-06
602,8.0,0.004981497295758611,119752.0,IA-LBF,14.0,9.601180617873734e-06
603,9.0,0.005524117488547561,125352.0,IA-LBF,14.0,8.951849352545154e-06
604,10.0,0.005498721227621483,131164.0,IA-LBF,14.0,8.816530699541563e-06
605,0.0,0.003097573567372225,144.0,CA-LBF I,14.0,1.3457503274222401e-05
606,1.0,0.0035022180714452487,144.0,CA-LBF I,14.0,7.140191264172312e-06
607,2.0,0.004276245456489203,144.0,CA-LBF I,14.0,8.525195458123298e-06
608,3.0,0.005329648637978681,144.0,CA-LBF I,14.0,8.966418222767683e-06
609,4.0,0.006782768102658112,144.0,CA-LBF I,14.0,8.960482490507893e-06
610,5.0,0.008547008547008548,144.0,CA-LBF I,14.0,9.666834629422897e-06
611,6.0,0.009609224855861628,144.0,CA-LBF I,14.0,8.621235647221365e-06
612,7.0,0.01084664055438385,144.0,CA-LBF I,14.0,8.611817865510493e-06
613,8.0,0.012667235980643324,144.0,CA-LBF I,14.0,9.306255348506935e-06
614,9.0,0.014955537590945837,144.0,CA-LBF I,14.0,8.305987796267948e-06
615,10.0,0.017135549872122763,144.0,CA-LBF I,14.0,8.110197071226124e-06
616,0.0,0.0020597322348094747,144.0,CA-LBF II,15.0,1.333688278435918e-05
617,1.0,0.022185894441849603,176.0,CA-LBF II,15.0,5.665062868743517e-05
618,2.0,0.008130081300813009,176.0,CA-LBF II,15.0,6.713956223483896e-05
619,3.0,0.014009471191791634,176.0,CA-LBF II,15.0,7.610845367938156e-05
620,4.0,0.01466275659824047,176.0,CA-LBF II,15.0,8.902757494281436e-05
621,5.0,0.0140218878248974,208.0,CA-LBF II,15.0,9.318901790128209e-05
622,6.0,0.012818458580355713,208.0,CA-LBF II,15.0,0.00010271627541143533
623,7.0,0.011911942098914354,208.0,CA-LBF II,15.0,0.00011127951735022657
624,8.0,0.015380233551694674,208.0,CA-LBF II,15.0,0.00012185370352064993
625,9.0,0.023161863722057634,272.0,CA-LBF II,15.0,0.00013549858220153935
626,10.0,0.023017902813299233,272.0,CA-LBF II,15.0,0.0001407690702505766
627,0.0,0.0020597322348094747,144.0,LBF,15.0,1.3308262651706906e-05
628,1.0,0.02475478748248482,176.0,LBF,15.0,5.992319573999935e-05
629,2.0,0.029311082584510057,176.0,LBF,15.0,7.420407291269896e-05
630,3.0,0.036306235201262825,176.0,LBF,15.0,8.251805523124473e-05
631,4.0,0.04343841642228739,176.0,LBF,15.0,9.507855933731522e-05
632,5.0,0.04890560875512996,208.0,LBF,15.0,0.00010176862423845347
633,6.0,0.04951129626662394,208.0,LBF,15.0,0.0001011132698297005
634,7.0,0.0520205066344994,208.0,LBF,15.0,0.00011422133495307018
635,8.0,0.05525491313016235,208.0,LBF,15.0,0.00011836961996034871
636,9.0,0.06248316725020199,272.0,LBF,15.0,0.00012863153231614842
637,10.0,0.06841432225063938,272.0,LBF,15.0,0.00012755344414661432
638,0.0,0.006179196704428424,64920.0,IA-LBF,15.0,1.4365325959424486e-05
639,1.0,0.006305464736104624,71660.0,IA-LBF,15.0,8.702278137207031e-06
640,2.0,0.006204535729567822,78344.0,IA-LBF,15.0,9.255290526077461e-06
641,3.0,0.00611681136543015,85300.0,IA-LBF,15.0,9.318110359160237e-06
642,4.0,0.006231671554252199,91820.0,IA-LBF,15.0,9.577798645526047e-06
643,5.0,0.006155950752393981,98352.0,IA-LBF,15.0,9.352735464009013e-06
644,6.0,0.006409229290177856,105748.0,IA-LBF,15.0,9.115917023402985e-06
645,7.0,0.0061821471652593486,112508.0,IA-LBF,15.0,9.340456766299052e-06
646,8.0,0.006550840216462546,117520.0,IA-LBF,15.0,9.400928838337285e-06
647,9.0,0.006463775922434689,124756.0,IA-LBF,15.0,8.023454344941772e-06
648,10.0,0.006521739130434782,130632.0,IA-LBF,15.0,9.169945350060096e-06
649,0.0,0.0020597322348094747,144.0,CA-LBF I,15.0,1.3247704827773113e-05
650,1.0,0.003269500233535731,144.0,CA-LBF I,15.0,8.176965832215621e-06
651,2.0,0.004278990158322636,144.0,CA-LBF I,15.0,8.744817551735526e-06
652,3.0,0.005130228887134964,144.0,CA-LBF I,15.0,8.557841985552143e-06
653,4.0,0.0071480938416422285,144.0,CA-LBF I,15.0,9.091068600223272e-06
654,5.0,0.00872093023255814,144.0,CA-LBF I,15.0,8.77746407916437e-06
655,6.0,0.008652459541740105,144.0,CA-LBF I,15.0,8.60735681101587e-06
656,7.0,0.010253317249698432,144.0,CA-LBF I,15.0,8.869567680755425e-06
657,8.0,0.0122472230133865,144.0,CA-LBF I,15.0,8.895838335001544e-06
658,9.0,0.014812819822246161,144.0,CA-LBF I,15.0,7.589740713520011e-06
659,10.0,0.017263427109974423,144.0,CA-LBF I,15.0,8.597939029304997e-06
660,0.0,0.0025380710659898475,144.0,CA-LBF II,16.0,1.25373016389112e-05
661,1.0,0.01245674740484429,176.0,CA-LBF II,16.0,6.008098728923877e-05
662,2.0,0.008047437526471834,176.0,CA-LBF II,16.0,6.929274911207776e-05
663,3.0,0.005874290189935382,176.0,CA-LBF II,16.0,8.064582634763599e-05
664,4.0,0.022068210833485317,176.0,CA-LBF II,16.0,9.145034299351862e-05
665,5.0,0.012438234792980065,208.0,CA-LBF II,16.0,9.60258032771067e-05
666,6.0,0.011182108626198083,208.0,CA-LBF II,16.0,0.00010291553584552853
667,7.0,0.01981981981981982,208.0,CA-LBF II,16.0,0.00010304738478948073
668,8.0,0.014186409419775855,208.0,CA-LBF II,16.0,0.0001228376138730753
669,9.0,0.024252223120452707,272.0,CA-LBF II,16.0,0.00014812931449398429
670,10.0,0.02442455242966752,272.0,CA-LBF II,16.0,0.00012550135907908735
671,0.0,0.0025380710659898475,144.0,LBF,16.0,1.2478724446994865e-05
672,1.0,0.011534025374855825,176.0,LBF,16.0,6.552652699324105e-05
673,2.0,0.016306649724692927,176.0,LBF,16.0,7.65313746028916e-05
674,3.0,0.019776776972782455,176.0,LBF,16.0,9.45309880363496e-05
675,4.0,0.03246397957322634,176.0,LBF,16.0,0.00010341628458490016
676,5.0,0.0337365820412336,208.0,LBF,16.0,9.634732210784532e-05
677,6.0,0.038977635782747606,208.0,LBF,16.0,9.81997055719895e-05
678,7.0,0.0503003003003003,208.0,LBF,16.0,0.00010092144448643167
679,8.0,0.053340899418357214,208.0,LBF,16.0,0.00011834235796065935
680,9.0,0.06319051468606844,272.0,LBF,16.0,0.00014903788259272268
681,10.0,0.06828644501278773,272.0,LBF,16.0,0.0001299867015370708
682,0.0,0.007360406091370559,62200.0,IA-LBF,16.0,1.3469089971524533e-05
683,1.0,0.006459054209919262,68380.0,IA-LBF,16.0,9.0054951268113e-06
684,2.0,0.0063532401524777635,75448.0,IA-LBF,16.0,9.793463584298415e-06
685,3.0,0.006853338554924614,81636.0,IA-LBF,16.0,1.0594292795015074e-05
686,4.0,0.007112894400875433,88272.0,IA-LBF,16.0,1.1568247529975607e-05
687,5.0,0.0068154711194411315,95492.0,IA-LBF,16.0,9.92553362707874e-06
688,6.0,0.006230031948881789,102708.0,IA-LBF,16.0,9.335500039082802e-06
689,7.0,0.006456456456456456,108564.0,IA-LBF,16.0,8.411566085974045e-06
690,8.0,0.006100156050503618,116116.0,IA-LBF,16.0,9.702297853085206e-06
691,9.0,0.005928321207221773,125216.0,IA-LBF,16.0,1.118039390897057e-05
692,10.0,0.005754475703324808,130860.0,IA-LBF,16.0,8.603887101964495e-06
693,0.0,0.0025380710659898475,144.0,CA-LBF I,16.0,1.2517396287135742e-05
694,1.0,0.0034602076124567475,144.0,CA-LBF I,16.0,8.519259725863508e-06
695,2.0,0.004023718763235917,144.0,CA-LBF I,16.0,9.203847513159282e-06
696,3.0,0.004895241824946152,144.0,CA-LBF I,16.0,9.395274878537506e-06
697,4.0,0.006748130585445924,144.0,CA-LBF I,16.0,1.0269806098146557e-05
698,5.0,0.007326631453399216,144.0,CA-LBF I,16.0,9.374499815628242e-06
699,6.0,0.010223642172523962,144.0,CA-LBF I,16.0,8.798190808841444e-06
700,7.0,0.01156156156156156,144.0,CA-LBF I,16.0,7.963477945625163e-06
701,8.0,0.01361895304298482,144.0,CA-LBF I,16.0,9.51245520070288e-06
702,9.0,0.015359741309620048,144.0,CA-LBF I,16.0,1.1071841582934722e-05
703,10.0,0.017135549872122763,144.0,CA-LBF I,16.0,8.198426815675351e-06
704,0.0,0.003054989816700611,144.0,CA-LBF II,17.0,1.2678322638554241e-05
705,1.0,0.013194444444444444,176.0,CA-LBF II,17.0,5.999294059405188e-05
706,2.0,0.008073082642872318,176.0,CA-LBF II,17.0,6.938623689516946e-05
707,3.0,0.012966601178781925,176.0,CA-LBF II,17.0,8.112266350583911e-05
708,4.0,0.012210679788591215,176.0,CA-LBF II,17.0,8.567388621603304e-05
709,5.0,0.011910838863365662,208.0,CA-LBF II,17.0,9.692852922494976e-05
710,6.0,0.024685459468068164,208.0,CA-LBF II,17.0,9.930356872304809e-05
711,7.0,0.022525904790509085,208.0,CA-LBF II,17.0,0.0001183314531607836
712,8.0,0.018305661983822902,208.0,CA-LBF II,17.0,0.00012158257054192112
713,9.0,0.023809523809523808,272.0,CA-LBF II,17.0,0.0001384309820226721
714,10.0,0.024168797953964195,272.0,CA-LBF II,17.0,0.00013708671760162544
715,0.0,0.003054989816700611,144.0,LBF,17.0,1.2649108316296728e-05
716,1.0,0.013888888888888888,176.0,LBF,17.0,6.597516942321018e-05
717,2.0,0.017208413001912046,176.0,LBF,17.0,7.837194624778146e-05
718,3.0,0.021021611001964636,176.0,LBF,17.0,8.941339753970071e-05
719,4.0,0.024239110625113906,176.0,LBF,17.0,9.388448786438748e-05
720,5.0,0.02909647779479326,208.0,LBF,17.0,0.00011330076273051535
721,6.0,0.04188565058130275,208.0,LBF,17.0,0.00010275097250194906
722,7.0,0.051058717525153924,208.0,LBF,17.0,0.00011872551297447538
723,8.0,0.057329360011352345,208.0,LBF,17.0,0.00012038948630097006
724,9.0,0.06389561474307237,272.0,LBF,17.0,0.0001271648367328604
725,10.0,0.06764705882352941,272.0,LBF,17.0,0.00015615276883892607
726,0.0,0.006109979633401222,63228.0,IA-LBF,17.0,1.3700279243762371e-05
727,1.0,0.00625,69760.0,IA-LBF,17.0,9.242924417202898e-06
728,2.0,0.005523688124070533,77208.0,IA-LBF,17.0,9.769720655259255e-06
729,3.0,0.005304518664047151,83656.0,IA-LBF,17.0,1.013130567875146e-05
730,4.0,0.005285219609987243,89864.0,IA-LBF,17.0,8.736408597700824e-06
731,5.0,0.006125574272588055,96276.0,IA-LBF,17.0,9.459578644685231e-06
732,6.0,0.006051919095397356,101872.0,IA-LBF,17.0,8.278230123856954e-06
733,7.0,0.005856735245532362,110024.0,IA-LBF,17.0,1.0605909224607345e-05
734,8.0,0.006527600397332198,116680.0,IA-LBF,17.0,9.582840727173613e-06
735,9.0,0.00645682001614205,123276.0,IA-LBF,17.0,9.868843887551163e-06
736,10.0,0.006649616368286445,130328.0,IA-LBF,17.0,9.752856470690943e-06
737,0.0,0.003054989816700611,144.0,CA-LBF I,17.0,1.2682382934190032e-05
738,1.0,0.003703703703703704,144.0,CA-LBF I,17.0,8.872435795321009e-06
739,2.0,0.004673889951136605,144.0,CA-LBF I,17.0,9.212256467193983e-06
740,3.0,0.0066797642436149315,144.0,CA-LBF I,17.0,9.595605842305416e-06
741,4.0,0.007289958082741024,144.0,CA-LBF I,17.0,8.287271523376718e-06
742,5.0,0.008848051727071635,144.0,CA-LBF I,17.0,8.976805754222316e-06
743,6.0,0.01051122790253225,144.0,CA-LBF I,17.0,7.721589657472226e-06
744,7.0,0.011563297792461331,144.0,CA-LBF I,17.0,9.804902106461554e-06
745,8.0,0.013055200794664396,144.0,CA-LBF I,17.0,9.227443385768581e-06
746,9.0,0.01493139628732849,144.0,CA-LBF I,17.0,9.065854078518873e-06
747,10.0,0.017391304347826087,144.0,CA-LBF I,17.0,9.240826549252452e-06
748,0.0,0.0025497195308516064,144.0,CA-LBF II,18.0,1.281548140576324e-05
749,1.0,0.01897708863688961,176.0,CA-LBF II,18.0,5.8614861421070656e-05
750,2.0,0.006997455470737914,176.0,CA-LBF II,18.0,6.821442441821593e-05
751,3.0,0.01743047395221308,176.0,CA-LBF II,18.0,7.663970171663277e-05
752,4.0,0.013098053483718392,176.0,CA-LBF II,18.0,8.750456497382327e-05
753,5.0,0.01441899915182358,208.0,CA-LBF II,18.0,9.157993981452404e-05
754,6.0,0.014335775724753107,208.0,CA-LBF II,18.0,0.00010835455261991822
755,7.0,0.02448550398077212,208.0,CA-LBF II,18.0,0.00011680626819634388
756,8.0,0.020602443876101165,208.0,CA-LBF II,18.0,0.00013610231157647844
757,9.0,0.017638346573313587,272.0,CA-LBF II,18.0,0.00013409483705389773
758,10.0,0.021739130434782608,272.0,CA-LBF II,18.0,0.000132107189440182
759,0.0,0.0025497195308516064,144.0,LBF,18.0,1.2775126028407523e-05
760,1.0,0.01967137236750752,176.0,LBF,18.0,5.919606853817508e-05
761,2.0,0.022476675148430873,176.0,LBF,18.0,6.849686634491093e-05
762,3.0,0.03505679592636114,176.0,LBF,18.0,7.738908791443124e-05
763,4.0,0.04165908677460433,176.0,LBF,18.0,8.90547803823384e-05
764,5.0,0.04851569126378287,208.0,LBF,18.0,9.073558190056891e-05
765,6.0,0.0543166613571201,208.0,LBF,18.0,0.00010863609472580115
766,7.0,0.06128886885984678,208.0,LBF,18.0,0.00011568753486363655
767,8.0,0.06578573458368855,208.0,LBF,18.0,0.00012073150047889122
768,9.0,0.06812979668776087,272.0,LBF,18.0,0.00012496851090334062
769,10.0,0.07148337595907929,272.0,LBF,18.0,0.00012625626863412202
770,0.0,0.009688934217236104,61896.0,IA-LBF,18.0,1.3788021242135782e-05
771,1.0,0.00856283267762092,68164.0,IA-LBF,18.0,8.537066922642878e-06
772,2.0,0.00826972010178117,74116.0,IA-LBF,18.0,8.866994707416202e-06
773,3.0,0.008617312965139052,81576.0,IA-LBF,18.0,9.370542660788382e-06
774,4.0,0.008368200836820083,89172.0,IA-LBF,18.0,9.358671196268802e-06
775,5.0,0.007803223070398643,95836.0,IA-LBF,18.0,8.657265500903625e-06
776,6.0,0.007327174259318254,103408.0,IA-LBF,18.0,1.0180126356731582e-05
777,7.0,0.007210455159981974,111120.0,IA-LBF,18.0,1.0538993407187987e-05
778,8.0,0.006962205171923842,117812.0,IA-LBF,18.0,1.243444589468149e-05
779,9.0,0.006866837215564831,125028.0,IA-LBF,18.0,9.490645600951387e-06
780,10.0,0.006649616368286445,131300.0,IA-LBF,18.0,9.114925677959736e-06
781,0.0,0.0025497195308516064,144.0,CA-LBF I,18.0,1.2797408138603932e-05
782,1.0,0.0034714186530895625,144.0,CA-LBF I,18.0,8.176965832215621e-06
783,2.0,0.004877014418999152,144.0,CA-LBF I,18.0,8.603349266210533e-06
784,3.0,0.005483744614179397,144.0,CA-LBF I,18.0,8.901619812264977e-06
785,4.0,0.007640531198835728,144.0,CA-LBF I,18.0,8.898651946135081e-06
786,5.0,0.008481764206955046,144.0,CA-LBF I,18.0,8.176965832215621e-06
787,6.0,0.009875756610385472,144.0,CA-LBF I,18.0,9.672061817066089e-06
788,7.0,0.011867207450803665,144.0,CA-LBF I,18.0,9.93377701408402e-06
789,8.0,0.014350667803353225,144.0,CA-LBF I,18.0,9.762769925123442e-06
790,9.0,0.015618688568735694,144.0,CA-LBF I,18.0,9.154579495689725e-06
791,10.0,0.017263427109974423,144.0,CA-LBF I,18.0,8.552832811637132e-06
792,0.0,0.002552322613578356,144.0,CA-LBF II,19.0,1.2851083266277057e-05
793,1.0,0.006516174074936002,176.0,CA-LBF II,19.0,6.107522244275358e-05
794,2.0,0.012823252831801668,176.0,CA-LBF II,19.0,7.067231221812394e-05
795,3.0,0.009239237271476313,176.0,CA-LBF II,19.0,6.937782794113476e-05
796,4.0,0.017899543378995433,176.0,CA-LBF II,19.0,8.471971725527182e-05
797,5.0,0.019741320626276378,208.0,CA-LBF II,19.0,8.652071735176308e-05
798,6.0,0.011961722488038277,208.0,CA-LBF II,19.0,0.00010324069715091444
799,7.0,0.015892053973013492,208.0,CA-LBF II,19.0,0.00010412398594084995
800,8.0,0.013906626933446856,208.0,CA-LBF II,19.0,0.00013516747282349393
801,9.0,0.0197766715996233,272.0,CA-LBF II,19.0,0.00012928433329052836
802,10.0,0.022250639386189257,272.0,CA-LBF II,19.0,0.00014208161161743924
803,0.0,0.002552322613578356,144.0,LBF,19.0,1.0351575176044911e-05
804,1.0,0.006981615080288574,176.0,LBF,19.0,6.20214770938351e-05
805,2.0,0.01709767044240222,176.0,LBF,19.0,6.940404409194883e-05
806,3.0,0.021230587772754078,176.0,LBF,19.0,7.06000941422965e-05
807,4.0,0.030319634703196346,176.0,LBF,19.0,8.869220607013623e-05
808,5.0,0.03999319264805991,208.0,LBF,19.0,8.777117828115882e-05
809,6.0,0.04322169059011164,208.0,LBF,19.0,0.00010043221551018792
810,7.0,0.046776611694152925,208.0,LBF,19.0,0.00010246249097796339
811,8.0,0.04909890733645523,208.0,LBF,19.0,0.00013077680385534084
812,9.0,0.05300686129422844,272.0,LBF,19.0,0.0001272520751318664
813,10.0,0.058184143222506396,272.0,LBF,19.0,0.00013689390091291335
814,0.0,0.006636038795303726,63692.0,IA-LBF,19.0,1.3869326186452452e-05
815,1.0,0.00605073306958343,71344.0,IA-LBF,19.0,1.0585883840980372e-05
816,2.0,0.007052789057490917,77504.0,IA-LBF,19.0,1.0779784428133509e-05
817,3.0,0.007273442107332416,82792.0,IA-LBF,19.0,9.291894208346165e-06
818,4.0,0.006940639269406392,90284.0,IA-LBF,19.0,1.1797267866332501e-05
819,5.0,0.006466984343090538,95592.0,IA-LBF,19.0,1.0156037896500583e-05
820,6.0,0.007017543859649123,103368.0,IA-LBF,19.0,1.0824005222122287e-05
821,7.0,0.006596701649175412,108692.0,IA-LBF,19.0,1.0353611809300286e-05
822,8.0,0.006669504753795941,117044.0,IA-LBF,19.0,1.3070889669247823e-05
823,9.0,0.0065922238665411005,124704.0,IA-LBF,19.0,1.1821298738031526e-05
824,10.0,0.006138107416879796,131528.0,IA-LBF,19.0,1.1804941538217906e-05
825,0.0,0.002552322613578356,144.0,CA-LBF I,19.0,1.288812108500353e-05
826,1.0,0.003490807540144287,144.0,CA-LBF I,19.0,1.085694894751078e-05
827,2.0,0.005129301132720667,144.0,CA-LBF I,19.0,1.10795389072529e-05
828,3.0,0.006880283074503637,144.0,CA-LBF I,19.0,7.902438215200338e-06
829,4.0,0.008036529680365296,144.0,CA-LBF I,19.0,9.982417727901728e-06
830,5.0,0.009530292716133424,144.0,CA-LBF I,19.0,8.643415458964115e-06
831,6.0,0.010685805422647528,144.0,CA-LBF I,19.0,9.329551966423304e-06
832,7.0,0.011394302848575712,144.0,CA-LBF I,19.0,7.940677000430419e-06
833,8.0,0.012629487725273166,144.0,CA-LBF I,19.0,1.0176160974958583e-05
834,9.0,0.01493340508542984,144.0,CA-LBF I,19.0,9.294854875909563e-06
835,10.0,0.017263427109974423,144.0,CA-LBF I,19.0,9.180850149935843e-06
