,Batch,Classifier,FPS,Memory,Method,Run,Time
0,0.0,LR,0.04427054220234768,228876.0,IA-LBF,1.0,5.968419483729771e-05
1,1.0,LR,0.04331708307942311,249860.0,IA-LBF,1.0,2.5140013013567244e-05
2,2.0,LR,0.044377041530564626,274236.0,IA-LBF,1.0,2.9846668243408205e-05
3,3.0,LR,0.04488971062475814,295500.0,IA-LBF,1.0,2.3793901715959822e-05
4,4.0,LR,0.043892901320777306,319124.0,IA-LBF,1.0,2.4170398712158203e-05
5,5.0,LR,0.04425899709410625,343276.0,IA-LBF,1.0,2.4881090436662947e-05
6,6.0,LR,0.04513512568611684,365936.0,IA-LBF,1.0,2.489607674734933e-05
7,7.0,LR,0.04572237400836104,390236.0,IA-LBF,1.0,2.4498258318219867e-05
8,8.0,LR,0.046411929170549863,413512.0,IA-LBF,1.0,2.4553639548165457e-05
9,9.0,LR,0.0463513752282231,436368.0,IA-LBF,1.0,2.521664755684989e-05
10,10.0,LR,0.04617321953267105,458952.0,IA-LBF,1.0,2.4757521493094307e-05
11,0.0,LR,1.0,144.0,CA-LBF II,1.0,5.6975555419921877e-05
12,1.0,LR,1.0,176.0,CA-LBF II,1.0,7.669925689697265e-05
13,2.0,LR,1.0,176.0,CA-LBF II,1.0,0.0001010312352861677
14,3.0,LR,1.0,176.0,CA-LBF II,1.0,0.00010462549754551479
15,4.0,LR,1.0,176.0,CA-LBF II,1.0,8.687339510236468e-05
16,5.0,LR,1.0,208.0,CA-LBF II,1.0,0.00012072822025844028
17,6.0,LR,1.0,208.0,CA-LBF II,1.0,0.00011909832273210798
18,7.0,LR,1.0,208.0,CA-LBF II,1.0,0.00013378313609531948
19,8.0,LR,1.0,208.0,CA-LBF II,1.0,0.00014769601821899413
20,9.0,LR,1.0,272.0,CA-LBF II,1.0,0.00013111482347760882
21,10.0,LR,1.0,272.0,CA-LBF II,1.0,0.00016510009765625
22,0.0,LR,1.0,144.0,LBF,1.0,5.627735001700265e-05
23,1.0,LR,1.0,176.0,LBF,1.0,8.758531297956194e-05
24,2.0,LR,1.0,176.0,LBF,1.0,9.964806692940849e-05
25,3.0,LR,1.0,176.0,LBF,1.0,9.823601586478096e-05
26,4.0,LR,1.0,176.0,LBF,1.0,9.344884327479772e-05
27,5.0,LR,1.0,208.0,LBF,1.0,0.00010148804528372629
28,6.0,LR,1.0,208.0,LBF,1.0,0.00011392607007707868
29,7.0,LR,1.0,208.0,LBF,1.0,0.00014058106286185128
30,8.0,LR,1.0,208.0,LBF,1.0,0.00013226039069039481
31,9.0,LR,1.0,272.0,LBF,1.0,0.0001527419090270996
32,10.0,LR,1.0,272.0,LBF,1.0,0.0001151621001107352
33,0.0,LR,1.0,144.0,CA-LBF I,1.0,5.62448229108538e-05
34,1.0,LR,1.0,144.0,CA-LBF I,1.0,2.4122919355119977e-05
35,2.0,LR,1.0,144.0,CA-LBF I,1.0,2.5337491716657366e-05
36,3.0,LR,1.0,144.0,CA-LBF I,1.0,2.4786881038120816e-05
37,4.0,LR,1.0,144.0,CA-LBF I,1.0,2.4935245513916015e-05
38,5.0,LR,1.0,144.0,CA-LBF I,1.0,2.524151120867048e-05
39,6.0,LR,1.0,144.0,CA-LBF I,1.0,2.5300502777099608e-05
40,7.0,LR,1.0,144.0,CA-LBF I,1.0,2.5190762111118863e-05
41,8.0,LR,1.0,144.0,CA-LBF I,1.0,2.4532931191580636e-05
42,9.0,LR,1.0,144.0,CA-LBF I,1.0,2.5006839207240515e-05
43,10.0,LR,1.0,144.0,CA-LBF I,1.0,2.708503178187779e-05
44,0.0,SVM,0.04745667970933482,265672.0,IA-LBF,1.0,0.0006693512916564941
45,1.0,SVM,0.04783668494820231,291992.0,IA-LBF,1.0,2.614450454711914e-05
46,2.0,SVM,0.047410172655156325,321216.0,IA-LBF,1.0,2.7145726340157645e-05
47,3.0,SVM,0.046867609751902656,348668.0,IA-LBF,1.0,2.5646686553955076e-05
48,4.0,SVM,0.046965404413231715,373820.0,IA-LBF,1.0,2.6376451764787945e-05
49,5.0,SVM,0.04798450190000745,401328.0,IA-LBF,1.0,2.7951785496303012e-05
50,6.0,SVM,0.048841030661119465,427836.0,IA-LBF,1.0,2.913509096418108e-05
51,7.0,SVM,0.04954080121136311,454716.0,IA-LBF,1.0,2.6670524052211216e-05
52,8.0,SVM,0.04979807393600497,481760.0,IA-LBF,1.0,2.6210784912109377e-05
53,9.0,SVM,0.04967901525413746,509640.0,IA-LBF,1.0,2.6651314326695033e-05
54,10.0,SVM,0.04978312578704352,539576.0,IA-LBF,1.0,2.6449475969587054e-05
55,0.0,SVM,1.0,144.0,CA-LBF II,1.0,0.0005696300779070173
56,1.0,SVM,1.0,176.0,CA-LBF II,1.0,0.00013913140978131976
57,2.0,SVM,1.0,176.0,CA-LBF II,1.0,0.00016546814782278878
58,3.0,SVM,1.0,176.0,CA-LBF II,1.0,0.0001907233510698591
59,4.0,SVM,1.0,176.0,CA-LBF II,1.0,0.00015778582436697824
60,5.0,SVM,1.0,208.0,CA-LBF II,1.0,0.00020728983197893416
61,6.0,SVM,1.0,208.0,CA-LBF II,1.0,0.0001501242092677525
62,7.0,SVM,1.0,208.0,CA-LBF II,1.0,0.00019713599341256277
63,8.0,SVM,1.0,208.0,CA-LBF II,1.0,0.00018562446321759905
64,9.0,SVM,1.0,272.0,CA-LBF II,1.0,0.00017944383621215822
65,10.0,SVM,1.0,272.0,CA-LBF II,1.0,0.00018537453242710658
66,0.0,SVM,1.0,144.0,LBF,1.0,0.0006320271151406424
67,1.0,SVM,1.0,176.0,LBF,1.0,0.0002291701180594308
68,2.0,SVM,1.0,176.0,LBF,1.0,0.00012423324584960938
69,3.0,SVM,1.0,176.0,LBF,1.0,9.67411994934082e-05
70,4.0,SVM,1.0,176.0,LBF,1.0,0.00020324059895106725
71,5.0,SVM,1.0,208.0,LBF,1.0,0.00014520781380789621
72,6.0,SVM,1.0,208.0,LBF,1.0,0.0001237762314932687
73,7.0,SVM,1.0,208.0,LBF,1.0,0.0001871061325073242
74,8.0,SVM,1.0,208.0,LBF,1.0,0.00015980379922049385
75,9.0,SVM,1.0,272.0,LBF,1.0,0.0001500203950064523
76,10.0,SVM,1.0,272.0,LBF,1.0,0.00017540420804704939
77,0.0,SVM,1.0,144.0,CA-LBF I,1.0,0.0006033401148659842
78,1.0,SVM,1.0,144.0,CA-LBF I,1.0,2.500697544642857e-05
79,2.0,SVM,1.0,144.0,CA-LBF I,1.0,2.6233196258544922e-05
80,3.0,SVM,1.0,144.0,CA-LBF I,1.0,2.4706568036760604e-05
81,4.0,SVM,1.0,144.0,CA-LBF I,1.0,2.493231637137277e-05
82,5.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5466237749372208e-05
83,6.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5462218693324498e-05
84,7.0,SVM,1.0,144.0,CA-LBF I,1.0,2.6367119380405972e-05
85,8.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5396483285086496e-05
86,9.0,SVM,1.0,144.0,CA-LBF I,1.0,2.5779179164341517e-05
87,10.0,SVM,1.0,144.0,CA-LBF I,1.0,2.548973900931222e-05
88,0.0,NN,0.0021799888205701508,108.0,IA-LBF,1.0,0.001694718531199864
89,1.0,NN,0.020414381474710544,704.0,IA-LBF,1.0,0.00015074641363961355
90,2.0,NN,0.026924871675221652,1488.0,IA-LBF,1.0,0.0001572845322745187
91,3.0,NN,0.031603388227200414,2460.0,IA-LBF,1.0,0.0001558666910443987
92,4.0,NN,0.033677826104305496,3244.0,IA-LBF,1.0,0.0001708094733101981
93,5.0,NN,0.032039341330750315,4180.0,IA-LBF,1.0,0.00015547384534563336
94,6.0,NN,0.03150019228752229,4992.0,IA-LBF,1.0,0.0001562633514404297
95,7.0,NN,0.02913196616083479,6080.0,IA-LBF,1.0,0.00015482303074428015
96,8.0,NN,0.03280521901211556,6604.0,IA-LBF,1.0,0.0002006300517490932
97,9.0,NN,0.03595618116496849,7392.0,IA-LBF,1.0,0.0001829115322657994
98,10.0,NN,0.0360710787743109,8420.0,IA-LBF,1.0,0.00016279840469360352
99,0.0,NN,0.00016769144773616545,144.0,CA-LBF II,1.0,0.007608953210285731
100,1.0,NN,0.009902498476538697,176.0,CA-LBF II,1.0,0.0004540737697056362
101,2.0,NN,0.010965935604293047,176.0,CA-LBF II,1.0,0.0004463674000331334
102,3.0,NN,0.010190480285505439,176.0,CA-LBF II,1.0,0.00045015927723475864
103,4.0,NN,0.009377119827620605,176.0,CA-LBF II,1.0,0.000456439767565046
104,5.0,NN,0.01587065047313911,208.0,CA-LBF II,1.0,0.00046406139646257673
105,6.0,NN,0.028948012446246896,208.0,CA-LBF II,1.0,0.00043916640962873187
106,7.0,NN,0.032752888508509166,208.0,CA-LBF II,1.0,0.0004865243094308036
107,8.0,NN,0.03780677228953091,208.0,CA-LBF II,1.0,0.0005695702689034599
108,9.0,NN,0.03972554331821662,272.0,CA-LBF II,1.0,0.0005436318942478725
109,10.0,NN,0.04343081013012453,272.0,CA-LBF II,1.0,0.0004561373165675572
110,0.0,NN,0.006875349357182784,144.0,LBF,1.0,0.0011441143648965018
111,1.0,NN,0.10273207393865529,176.0,LBF,1.0,0.0010566507066999164
112,2.0,NN,0.19015398973401773,176.0,LBF,1.0,0.00124398558480399
113,3.0,NN,0.2704992045405684,176.0,LBF,1.0,0.001347970758165632
114,4.0,NN,0.32696221220222654,176.0,LBF,1.0,0.0012130144664219448
115,5.0,NN,0.3887936815438492,208.0,LBF,1.0,0.0015649854796273368
116,6.0,NN,0.46047617382792017,208.0,LBF,1.0,0.001639840943472726
117,7.0,NN,0.5269100365383982,208.0,LBF,1.0,0.0014918054171970912
118,8.0,NN,0.5692761727244486,208.0,LBF,1.0,0.0007975232260567801
119,9.0,NN,0.6255374285882561,272.0,LBF,1.0,0.0015118349620274136
120,10.0,NN,0.6516580383377641,272.0,LBF,1.0,0.0012659506116594586
121,0.0,NN,0.010899944102850754,144.0,CA-LBF I,1.0,0.00162345598084586
122,1.0,NN,0.013558805606337598,144.0,CA-LBF I,1.0,0.00017895991461617605
123,2.0,NN,0.015865608959402706,144.0,CA-LBF I,1.0,0.00017900439671107702
124,3.0,NN,0.0187900417078729,144.0,CA-LBF I,1.0,0.0001454178946358817
125,4.0,NN,0.02246518494872511,144.0,CA-LBF I,1.0,0.00020530251094273157
126,5.0,NN,0.02741971537143283,144.0,CA-LBF I,1.0,0.00017436940329415457
127,6.0,NN,0.03363283571653323,144.0,CA-LBF I,1.0,0.0001661513192313058
128,7.0,NN,0.04680865071266335,144.0,CA-LBF I,1.0,0.00021589456285749163
129,8.0,NN,0.06191363777570674,144.0,CA-LBF I,1.0,0.00017980330330984932
130,9.0,NN,0.07329642499558278,144.0,CA-LBF I,1.0,0.00014606986727033343
131,10.0,NN,0.08479082132363229,144.0,CA-LBF I,1.0,0.00015149525233677455
132,0.0,LR,0.04427054220234768,228876.0,IA-LBF,2.0,5.78223705291748e-05
133,1.0,LR,0.04362177534023969,249860.0,IA-LBF,2.0,2.4399212428501674e-05
134,2.0,LR,0.044703686420905275,274236.0,IA-LBF,2.0,2.554048810686384e-05
135,3.0,LR,0.04506170185320549,295500.0,IA-LBF,2.0,2.403824669974191e-05
136,4.0,LR,0.04397270659590599,319124.0,IA-LBF,2.0,2.4738175528390067e-05
137,5.0,LR,0.04418448699798823,343276.0,IA-LBF,2.0,2.507843290056501e-05
138,6.0,LR,0.04513512568611684,365936.0,IA-LBF,2.0,2.5151048387799945e-05
139,7.0,LR,0.04568945653247309,390160.0,IA-LBF,2.0,2.4996893746512277e-05
140,8.0,LR,0.046411929170549863,413436.0,IA-LBF,2.0,2.4734156472342354e-05
141,9.0,LR,0.04638082337004535,436368.0,IA-LBF,2.0,2.483633586338588e-05
142,10.0,LR,0.046229187071498534,458952.0,IA-LBF,2.0,2.5099005017961776e-05
143,0.0,LR,1.0,144.0,CA-LBF II,2.0,5.5833591733660015e-05
144,1.0,LR,1.0,176.0,CA-LBF II,2.0,0.00010067844390869141
145,2.0,LR,1.0,176.0,CA-LBF II,2.0,0.00013870613915579658
146,3.0,LR,1.0,176.0,CA-LBF II,2.0,0.0001456573350088937
147,4.0,LR,1.0,176.0,CA-LBF II,2.0,0.00013688305446079798
148,5.0,LR,1.0,208.0,CA-LBF II,2.0,0.00019222402572631835
149,6.0,LR,1.0,208.0,CA-LBF II,2.0,0.00022184514999389648
150,7.0,LR,1.0,208.0,CA-LBF II,2.0,0.00016602277755737305
151,8.0,LR,1.0,208.0,CA-LBF II,2.0,0.00013910818099975586
152,9.0,LR,1.0,272.0,CA-LBF II,2.0,0.00015360573359898157
153,10.0,LR,1.0,272.0,CA-LBF II,2.0,0.00020755420412336078
154,0.0,LR,1.0,144.0,LBF,2.0,6.342372894287109e-05
155,1.0,LR,1.0,176.0,LBF,2.0,0.0001308647564479283
156,2.0,LR,1.0,176.0,LBF,2.0,0.00012194149834769113
157,3.0,LR,1.0,176.0,LBF,2.0,0.0001751948765345982
158,4.0,LR,1.0,176.0,LBF,2.0,0.00013944993700299945
159,5.0,LR,1.0,208.0,LBF,2.0,0.00016907174246651787
160,6.0,LR,1.0,208.0,LBF,2.0,0.00011934927531651088
161,7.0,LR,1.0,208.0,LBF,2.0,0.00011161082131522042
162,8.0,LR,1.0,208.0,LBF,2.0,0.00012125137874058315
163,9.0,LR,1.0,272.0,LBF,2.0,0.0001250121934073312
164,10.0,LR,1.0,272.0,LBF,2.0,0.00012869957515171596
165,0.0,LR,1.0,144.0,CA-LBF I,2.0,5.717458043779646e-05
166,1.0,LR,1.0,144.0,CA-LBF I,2.0,2.458885737827846e-05
167,2.0,LR,1.0,144.0,CA-LBF I,2.0,2.5413308824811663e-05
168,3.0,LR,1.0,144.0,CA-LBF I,2.0,2.4001734597342356e-05
169,4.0,LR,1.0,144.0,CA-LBF I,2.0,2.418851852416992e-05
170,5.0,LR,1.0,144.0,CA-LBF I,2.0,2.5144032069614954e-05
171,6.0,LR,1.0,144.0,CA-LBF I,2.0,2.4852888924734933e-05
172,7.0,LR,1.0,144.0,CA-LBF I,2.0,2.52185549054827e-05
173,8.0,LR,1.0,144.0,CA-LBF I,2.0,2.4825709206717354e-05
174,9.0,LR,1.0,144.0,CA-LBF I,2.0,2.5053637368338448e-05
175,10.0,LR,1.0,144.0,CA-LBF I,2.0,2.485724857875279e-05
176,0.0,SVM,0.06338736724427055,188556.0,IA-LBF,2.0,0.0004939297471727644
177,1.0,SVM,0.0624111314239285,207864.0,IA-LBF,2.0,2.876772199358259e-05
178,2.0,SVM,0.06388240783947736,228716.0,IA-LBF,2.0,2.9677050454275947e-05
179,3.0,SVM,0.06367975233263104,247928.0,IA-LBF,2.0,2.8217792510986328e-05
180,4.0,SVM,0.0642033438410279,267360.0,IA-LBF,2.0,2.8500556945800783e-05
181,5.0,SVM,0.0649355487668579,288188.0,IA-LBF,2.0,2.942882265363421e-05
182,6.0,SVM,0.06537775757787645,308104.0,IA-LBF,2.0,2.9677867889404296e-05
183,7.0,SVM,0.06609829158300141,327868.0,IA-LBF,2.0,2.8746536799839563e-05
184,8.0,SVM,0.06741223982603294,347512.0,IA-LBF,2.0,2.8634071350097655e-05
185,9.0,SVM,0.06687673007833206,368256.0,IA-LBF,2.0,2.8528213500976564e-05
186,10.0,SVM,0.06727298167063103,387168.0,IA-LBF,2.0,2.8671060289655413e-05
187,0.0,SVM,1.0,144.0,CA-LBF II,2.0,0.0004941083635602679
188,1.0,SVM,1.0,176.0,CA-LBF II,2.0,0.00012939950398036413
189,2.0,SVM,1.0,176.0,CA-LBF II,2.0,0.0001506314958844866
190,3.0,SVM,1.0,176.0,CA-LBF II,2.0,0.00016020454679216658
191,4.0,SVM,1.0,176.0,CA-LBF II,2.0,0.00028243814195905414
192,5.0,SVM,1.0,208.0,CA-LBF II,2.0,0.0002230689866202218
193,6.0,SVM,1.0,208.0,CA-LBF II,2.0,0.00029545838492257256
194,7.0,SVM,1.0,208.0,CA-LBF II,2.0,0.00025075340270996096
195,8.0,SVM,1.0,208.0,CA-LBF II,2.0,0.00016573279244559152
196,9.0,SVM,1.0,272.0,CA-LBF II,2.0,0.00021613482066563198
197,10.0,SVM,1.0,272.0,CA-LBF II,2.0,0.0002880180903843471
198,0.0,SVM,1.0,144.0,LBF,2.0,0.0007425197056361607
199,1.0,SVM,1.0,176.0,LBF,2.0,0.00014536121913364956
200,2.0,SVM,1.0,176.0,LBF,2.0,0.0001940868241446359
201,3.0,SVM,1.0,176.0,LBF,2.0,0.00019467367444719587
202,4.0,SVM,1.0,176.0,LBF,2.0,0.00011391605649675642
203,5.0,SVM,1.0,208.0,LBF,2.0,0.00022171456473214286
204,6.0,SVM,1.0,208.0,LBF,2.0,0.00024228743144444058
205,7.0,SVM,1.0,208.0,LBF,2.0,0.000204458372933524
206,8.0,SVM,1.0,208.0,LBF,2.0,0.00018087073734828404
207,9.0,SVM,1.0,272.0,LBF,2.0,0.0001703059332711356
208,10.0,SVM,1.0,272.0,LBF,2.0,0.00017420278276715959
209,0.0,SVM,1.0,144.0,CA-LBF I,2.0,0.0006559466770717075
210,1.0,SVM,1.0,144.0,CA-LBF I,2.0,2.885450635637556e-05
211,2.0,SVM,1.0,144.0,CA-LBF I,2.0,3.0062743595668246e-05
212,3.0,SVM,1.0,144.0,CA-LBF I,2.0,2.8267383575439453e-05
213,4.0,SVM,1.0,144.0,CA-LBF I,2.0,2.882024220057896e-05
214,5.0,SVM,1.0,144.0,CA-LBF I,2.0,2.943972178867885e-05
215,6.0,SVM,1.0,144.0,CA-LBF I,2.0,2.923447745186942e-05
216,7.0,SVM,1.0,144.0,CA-LBF I,2.0,2.946397236415318e-05
217,8.0,SVM,1.0,144.0,CA-LBF I,2.0,2.8614044189453126e-05
218,9.0,SVM,1.0,144.0,CA-LBF I,2.0,2.9438563755580357e-05
219,10.0,SVM,1.0,144.0,CA-LBF I,2.0,2.9417310442243303e-05
220,0.0,NN,0.029346003353828955,2564.0,IA-LBF,2.0,0.0013046098709106446
221,1.0,NN,0.029961405646963233,3944.0,IA-LBF,2.0,0.0001657745497567313
222,2.0,NN,0.029911339244050397,5148.0,IA-LBF,2.0,0.00015275635038103377
223,3.0,NN,0.03130240357741755,6744.0,IA-LBF,2.0,0.00015331336430140903
224,4.0,NN,0.02976736762299988,8580.0,IA-LBF,2.0,0.0001478705406188965
225,5.0,NN,0.033455033156992775,9744.0,IA-LBF,2.0,0.0001814603124346052
226,6.0,NN,0.03454183127643953,11096.0,IA-LBF,2.0,0.0001865919658115932
227,7.0,NN,0.03393791764047533,12580.0,IA-LBF,2.0,0.00015448992592947825
228,8.0,NN,0.03529046287666977,13736.0,IA-LBF,2.0,0.00015213448660714285
229,9.0,NN,0.03710465869603628,14836.0,IA-LBF,2.0,0.00018340744291033063
230,10.0,NN,0.037806072477962784,16088.0,IA-LBF,2.0,0.00015486867087227959
231,0.0,NN,0.04986025712688653,144.0,CA-LBF II,2.0,0.009675026314599173
232,1.0,NN,0.07764574446475726,176.0,CA-LBF II,2.0,0.0005164374623979841
233,2.0,NN,0.12389174055062996,176.0,CA-LBF II,2.0,0.0004908451352800641
234,3.0,NN,0.164380616588554,176.0,CA-LBF II,2.0,0.0004986418996538435
235,4.0,NN,0.19237061569769762,176.0,CA-LBF II,2.0,0.00046979243414742603
236,5.0,NN,0.20397138812309068,208.0,CA-LBF II,2.0,0.0004911596434456962
237,6.0,NN,0.2423172394504073,208.0,CA-LBF II,2.0,0.0005847372327532087
238,7.0,NN,0.2696599624740775,208.0,CA-LBF II,2.0,0.0004747284480503627
239,8.0,NN,0.2727865796831314,208.0,CA-LBF II,2.0,0.0005219898223876953
240,9.0,NN,0.289534130396372,272.0,CA-LBF II,2.0,0.0004829911504473005
241,10.0,NN,0.30160906674129007,272.0,CA-LBF II,2.0,0.0005624396460396902
242,0.0,NN,0.0023476802683063164,144.0,LBF,2.0,0.0017915365764072963
243,1.0,NN,0.07881373146455413,176.0,LBF,2.0,0.0011870403970990861
244,2.0,NN,0.14479701353243118,176.0,LBF,2.0,0.001501206534249442
245,3.0,NN,0.2057875048372533,176.0,LBF,2.0,0.0010446613856724331
246,4.0,NN,0.2535812617213998,176.0,LBF,2.0,0.0009588755880083357
247,5.0,NN,0.3018403993741152,208.0,LBF,2.0,0.0011816210746765138
248,6.0,NN,0.34814529944411426,208.0,LBF,2.0,0.001239935943058559
249,7.0,NN,0.3997498271832516,208.0,LBF,2.0,0.0012381255286080498
250,8.0,NN,0.45032618825722276,208.0,LBF,2.0,0.0010694892747061594
251,9.0,NN,0.5028859178985806,272.0,LBF,2.0,0.001428910323551723
252,10.0,NN,0.5450118931020008,272.0,LBF,2.0,0.0011688573701041085
253,0.0,NN,0.0,144.0,CA-LBF I,2.0,0.004199183000837054
254,1.0,NN,0.0015742433475523054,144.0,CA-LBF I,2.0,0.00017677416120256696
255,2.0,NN,0.007466168922071862,144.0,CA-LBF I,2.0,0.0001807528223310198
256,3.0,NN,0.015780195210044288,144.0,CA-LBF I,2.0,0.0001749049595424107
257,4.0,NN,0.033797534016998525,144.0,CA-LBF I,2.0,0.00014798355102539062
258,5.0,NN,0.05819238506817674,144.0,CA-LBF I,2.0,0.000179718017578125
259,6.0,NN,0.08226409817152047,144.0,CA-LBF I,2.0,0.0001510154860360282
260,7.0,NN,0.11376279666875144,144.0,CA-LBF I,2.0,0.00014804942267281667
261,8.0,NN,0.14877291084187635,144.0,CA-LBF I,2.0,0.00014282430921282088
262,9.0,NN,0.18449260851640262,144.0,CA-LBF I,2.0,0.0001469249725341797
263,10.0,NN,0.215503008255212,144.0,CA-LBF I,2.0,0.0001762521607535226
